2016-08-01,923.3354839,,,
2016-08-02,923.3354839,,,
2016-08-03,923.3354839,,,
2016-08-04,923.3354839,,,
2016-08-05,923.3354839,,,
2016-08-06,923.3354839,,,
2016-08-07,923.3354839,,,
2016-08-08,923.3354839,,,
2016-08-09,923.3354839,,,
2016-08-10,923.3354839,,,
2016-08-11,923.3354839,,,
2016-08-12,923.3354839,,,
2016-08-13,923.3354839,,,
2016-08-14,923.3354839,,,
2016-08-15,923.3354839,,,
2016-08-16,923.3354839,,,
2016-08-17,923.3354839,,,
2016-08-18,923.3354839,,,
2016-08-19,923.3354839,,,
2016-08-20,923.3354839,,,
2016-08-21,923.3354839,,,
2016-08-22,923.3354839,,,
2016-08-23,923.3354839,,,
2016-08-24,923.3354839,,,
2016-08-25,923.3354839,,,
2016-08-26,923.3354839,,,
2016-08-27,923.3354839,,,
2016-08-28,923.3354839,,,
2016-08-29,923.3354839,,,
2016-08-30,923.3354839,,,
2016-08-31,923.3354839,,,
2016-09-01,954.1133333,,,
2016-09-02,954.1133333,,,
2016-09-03,954.1133333,,,
2016-09-04,954.1133333,,,
2016-09-05,954.1133333,,,
2016-09-06,954.1133333,,,
2016-09-07,954.1133333,,,
2016-09-08,954.1133333,,,
2016-09-09,954.1133333,,,
2016-09-10,954.1133333,,,
2016-09-11,954.1133333,,,
2016-09-12,954.1133333,,,
2016-09-13,954.1133333,,,
2016-09-14,954.1133333,,,
2016-09-15,954.1133333,,,
2016-09-16,954.1133333,,,
2016-09-17,954.1133333,,,
2016-09-18,954.1133333,,,
2016-09-19,954.1133333,,,
2016-09-20,954.1133333,,,
2016-09-21,954.1133333,,,
2016-09-22,954.1133333,,,
2016-09-23,954.1133333,,,
2016-09-24,954.1133333,,,
2016-09-25,954.1133333,,,
2016-09-26,954.1133333,,,
2016-09-27,954.1133333,,,
2016-09-28,954.1133333,,,
2016-09-29,954.1133333,,,
2016-09-30,954.1133333,,,
2016-10-01,932.1917742,,,
2016-10-02,932.1917742,,,
2016-10-03,932.1917742,,,
2016-10-04,932.1917742,,,
2016-10-05,932.1917742,,,
2016-10-06,932.1917742,,,
2016-10-07,932.1917742,,,
2016-10-08,932.1917742,,,
2016-10-09,932.1917742,,,
2016-10-10,932.1917742,,,
2016-10-11,932.1917742,,,
2016-10-12,932.1917742,,,
2016-10-13,932.1917742,,,
2016-10-14,932.1917742,,,
2016-10-15,932.1917742,,,
2016-10-16,932.1917742,,,
2016-10-17,932.1917742,,,
2016-10-18,932.1917742,,,
2016-10-19,932.1917742,,,
2016-10-20,932.1917742,,,
2016-10-21,932.1917742,,,
2016-10-22,932.1917742,,,
2016-10-23,932.1917742,,,
2016-10-24,932.1917742,,,
2016-10-25,932.1917742,,,
2016-10-26,932.1917742,,,
